"Year","AFG","ALB","DZA","AND","AGO","AIA","ATA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","KHM","CAN","CPV","CYM","CAF","TCD","CHL","CHN","CXR","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","CSK","PRK","COD","VDR","DNK","DJI","DMA","DOM","East & West Pakistan","ECU","EGY","SLV","GNQ","ERI","EST","ETH","FRO","FLK","DEW","FSM","Federation of Malaya-Singapore","FJI","FIN","YMD","DDR","PCZ","FORMER YEMEN","FRA","French Equatorial Africa","GUF","French Indo-China","PYF","French West Africa","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GTM","GIN","GNB","GUY","HTI","HND","HKG","HUN","ISL","IND","IDN","IRQ","IRL","IRN","ISR","ITA","JAM","JPN","Japan (Excluding The Ruyuku Islands)","JOR","KAZ","KEN","KIR","KSV","KWT","Kuwaiti Oil Fires","KGZ","LAO","LVA","LBN","Leeward Islands","LSO","LBR","LBY","LIE","LTU","LUX","MAC","MKD","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MEX","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","ANT","Netherland Antilles and Aruba","NLD","NCL","NZL","NIC","NER","NGA","NIU","NOR","PSE","OMN","Pacific Islands (Palau)","PAK","PLW","PAN","PNG","PRY","Peninsular Malaysia","PER","PHL","BOL","POL","PRT","PRI","QAT","CMR","KOR","MDA","SSD","Republic of South Vietnam","REPUBLIC OF SUDAN","REU","Rhodesia-Nyasaland","ROU","RUS","RWA","Rwanda-Urundi","Ryukyu Islands","Sabah","SHN","LCA","SXM","WSM","STP","Sarawak","SAU","SEN","SRB","SYC","SLE","SGP","SVK","SVN","SLB","SOM","ZAF","ESP","LKA","KNA","KNA","SPM","VCT","SUDAN","SUR","SWZ","SWE","CHE","SYR","TWN","TJK","Tanganyika","THA","TLS","TGO","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","United Korea","TZA","USA","URY","SUN","UZB","VUT","VEN","VNM","WLF","YEMEN","YUG","SCG","ZMB","Zanzibar","ZWE"
1890,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,,,,,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,,,,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,,,,,,"Correction",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,"USGS: Early annual reports",,"USGS via CDIAC2019",,,,,,,,,,,
1891,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,,,,,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,,,,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,,,,,,"Correction",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,"USGS: Early annual reports",,"USGS via CDIAC2019",,,,,,,,,,,
1892,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,,,,,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,,,,,,"Correction",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,"USGS: Early annual reports",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,
1893,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,,,,,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,,,,,,"Correction",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,"USGS: Early annual reports",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,
1894,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,,,,,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,,,,,,"Correction",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,"USGS: Early annual reports",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,
1895,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,,,,,,"Correction",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,"USGS: Early annual reports",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,
1896,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,,,,,,"Correction",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,"USGS: Early annual reports",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,
1897,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,,,,,,"Correction",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,"USGS: Early annual reports",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,
1898,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,,,,,,"Correction",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,"USGS: Early annual reports",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,
1899,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,,,,,,"Correction",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,"USGS: Early annual reports",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,
1900,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,,,,,,"Correction",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,"USGS: ds140",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,
1901,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,,,,,,"Correction",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,"USGS: ds140",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,
1902,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,,,,,,"Correction",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,"USGS: ds140",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,
1903,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,,,,,,"Correction",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,"USGS: ds140",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019"
1904,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,,,,,,,,,,,"Correction",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,"USGS: ds140",,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019"
1905,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,,,,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019",,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,"USGS via CDIAC2019",,,,,,,,,,"USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,,,,,,,,,,"Correction",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019","USGS via CDIAC2019",,,"USGS via CDIAC2019","USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019","USGS via CDIAC2019",,"USGS via CDIAC2019",,,,,,,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019",,,"USGS: ds140",,"USGS via CDIAC2019",,,,"USGS via CDIAC2019",,,,,,,"USGS via CDIAC2019"
